region,province,countryOfResidence,typeOfExercise,period,arrivals,presences
TUS,AR,EXTR,HOT,2013-07,14183.0,34891.0
TUS,AR,EXTR,HOT,2013-08,11776.0,29977.0
TUS,AR,EXTR,HOT,2013-09,14201.0,34239.0
TUS,AR,EXTR,HOT,2013-10,9913.0,23077.0
TUS,AR,EXTR,HOT,2013-11,3296.0,8508.0
TUS,AR,EXTR,HOT,2013-12,3840.0,8049.0
TUS,AR,EXTR,HOT,2014,96707.0,216181.0
TUS,AR,EXTR,HOT,2014-01,2140.0,4747.0
TUS,AR,EXTR,HOT,2014-02,2019.0,4506.0
TUS,AR,EXTR,HOT,2014-03,3561.0,7839.0
TUS,AR,EXTR,HOT,2014-04,8690.0,18326.0
TUS,AR,EXTR,HOT,2014-05,14383.0,27935.0
TUS,AR,EXTR,HOT,2014-06,13264.0,31475.0
TUS,AR,EXTR,HOT,2014-07,13346.0,32963.0
TUS,AR,EXTR,HOT,2014-08,11386.0,25522.0
TUS,AR,EXTR,HOT,2014-09,12838.0,29883.0
TUS,AR,EXTR,HOT,2014-10,8822.0,19539.0
TUS,AR,EXTR,HOT,2014-11,3172.0,7337.0
TUS,AR,EXTR,HOT,2014-12,3086.0,6109.0
TUS,AR,EXTR,HOT,2015,116968.0,241559.0
TUS,AR,EXTR,HOT,2015-01,2238.0,5630.0
TUS,AR,EXTR,HOT,2015-02,2728.0,6071.0
TUS,AR,EXTR,HOT,2015-03,4451.0,10345.0
TUS,AR,EXTR,HOT,2015-04,8857.0,16563.0
TUS,AR,EXTR,HOT,2015-05,19689.0,35400.0
TUS,AR,EXTR,HOT,2015-06,17064.0,35726.0
TUS,AR,EXTR,HOT,2015-07,15582.0,32119.0
TUS,AR,EXTR,HOT,2015-08,14060.0,29457.0
TUS,AR,EXTR,HOT,2015-09,15390.0,33063.0
TUS,AR,EXTR,HOT,2015-10,10490.0,22100.0
TUS,AR,EXTR,HOT,2015-11,3864.0,9020.0
TUS,AR,EXTR,HOT,2015-12,2555.0,6065.0
TUS,AR,EXTR,HOT,2016,110691.0,240163.0
TUS,AR,EXTR,HOT,2016-01,2597.0,6215.0
TUS,AR,EXTR,HOT,2016-02,3216.0,6623.0
TUS,AR,EXTR,HOT,2016-03,5398.0,12313.0
TUS,AR,EXTR,HOT,2016-04,9387.0,18924.0
TUS,AR,EXTR,HOT,2016-05,18870.0,35519.0
TUS,AR,EXTR,HOT,2016-06,14785.0,29405.0
TUS,AR,EXTR,HOT,2016-07,13127.0,28215.0
TUS,AR,EXTR,HOT,2016-08,13362.0,29136.0
TUS,AR,EXTR,HOT,2016-09,13015.0,29116.0
TUS,AR,EXTR,HOT,2016-10,10048.0,23780.0
TUS,AR,EXTR,HOT,2016-11,3995.0,11952.0
TUS,AR,EXTR,HOT,2016-12,2891.0,8965.0
TUS,AR,EXTR,HOT,2017,130747.0,257553.0
TUS,AR,EXTR,HOT,2017-01,2635.0,5050.0
TUS,AR,EXTR,HOT,2017-02,2514.0,6196.0
TUS,AR,EXTR,HOT,2017-03,5436.0,12250.0
TUS,AR,EXTR,HOT,2017-04,11165.0,20639.0
TUS,AR,EXTR,HOT,2017-05,21533.0,39479.0
TUS,AR,EXTR,HOT,2017-06,18916.0,37579.0
TUS,AR,EXTR,HOT,2017-07,16011.0,31188.0
TUS,AR,EXTR,HOT,2017-08,15027.0,28613.0
TUS,AR,EXTR,HOT,2017-09,15681.0,32950.0
TUS,AR,EXTR,HOT,2017-10,12576.0,26178.0
TUS,AR,EXTR,HOT,2017-11,5647.0,10283.0
TUS,AR,EXTR,HOT,2017-12,3606.0,7148.0
TUS,AR,EXTR,HOT,2018,142630.0,266123.0
TUS,AR,EXTR,HOT,2018-01,2984.0,6061.0
TUS,AR,EXTR,HOT,2018-02,2798.0,5870.0
TUS,AR,EXTR,HOT,2018-03,5530.0,11386.0
TUS,AR,EXTR,HOT,2018-04,12505.0,21083.0
TUS,AR,EXTR,HOT,2018-05,23272.0,42575.0
TUS,AR,EXTR,HOT,2018-06,20836.0,37976.0
TUS,AR,EXTR,HOT,2018-07,18301.0,33986.0
TUS,AR,EXTR,HOT,2018-08,15906.0,29547.0
TUS,AR,EXTR,HOT,2018-09,16705.0,32437.0
TUS,AR,EXTR,HOT,2018-10,14368.0,28069.0
TUS,AR,EXTR,HOT,2018-11,5241.0,10178.0
TUS,AR,EXTR,HOT,2018-12,4184.0,6955.0
TUS,AR,EXTR,HOT,2019,153287.0,276430.0
TUS,AR,EXTR,HOT,2019-01,3580.0,6188.0
TUS,AR,EXTR,HOT,2019-02,3733.0,7634.0
TUS,AR,EXTR,HOT,2019-03,6134.0,12640.0
TUS,AR,EXTR,HOT,2019-04,14928.0,26187.0
TUS,AR,EXTR,HOT,2019-05,24514.0,41677.0
TUS,AR,EXTR,HOT,2019-06,21788.0,40881.0
TUS,AR,EXTR,HOT,2019-07,18076.0,34239.0
TUS,AR,EXTR,HOT,2019-08,16759.0,29751.0
TUS,AR,EXTR,HOT,2019-09,17232.0,31272.0
TUS,AR,EXTR,HOT,2019-10,15447.0,27604.0
TUS,AR,EXTR,HOT,2019-11,6224.0,10754.0
TUS,AR,EXTR,HOT,2019-12,4872.0,7603.0
TUS,AR,EXTR,HOT,2020,20288.0,41835.0
TUS,AR,EXTR,HOT,2020-01,4526.0,6981.0
TUS,AR,EXTR,HOT,2020-02,2098.0,5701.0
TUS,AR,EXTR,HOT,2020-03,192.0,1132.0
TUS,AR,EXTR,HOT,2020-04,18.0,292.0
TUS,AR,EXTR,HOT,2020-05,103.0,388.0
TUS,AR,EXTR,HOT,2020-06,743.0,1565.0
TUS,AR,EXTR,HOT,2020-07,2734.0,5201.0
TUS,AR,EXTR,HOT,2020-08,4247.0,8598.0
TUS,AR,EXTR,HOT,2020-09,3214.0,6365.0
TUS,AR,EXTR,HOT,2020-10,1802.0,3766.0
TUS,AR,EXTR,HOT,2020-11,355.0,1110.0
TUS,AR,EXTR,HOT,2020-12,256.0,736.0
TUS,AR,EXTR,HOT,2021,33907.0,72723.0
TUS,AR,EXTR,HOT,2021-01,310.0,817.0
TUS,AR,EXTR,HOT,2021-02,403.0,1152.0
TUS,AR,EXTR,HOT,2021-03,356.0,1000.0
TUS,AR,EXTR,HOT,2021-04,424.0,1155.0
TUS,AR,EXTR,HOT,2021-05,1009.0,2259.0
TUS,AR,EXTR,HOT,2021-06,2123.0,4002.0
TUS,AR,EXTR,HOT,2021-07,5556.0,11504.0
TUS,AR,EXTR,HOT,2021-08,8446.0,18370.0
TUS,AR,EXTR,HOT,2021-09,6659.0,14501.0
TUS,AR,EXTR,HOT,2021-10,5155.0,10774.0
TUS,AR,EXTR,HOT,2021-11,2075.0,4566.0
TUS,AR,EXTR,HOT,2021-12,1391.0,2623.0
TUS,AR,EXTR,HOT2,2009,4100.0,14363.0
TUS,AR,EXTR,HOT2,2010,3596.0,12936.0
TUS,AR,EXTR,HOT2,2011,2657.0,8187.0
TUS,AR,EXTR,HOT2,2012,2042.0,9540.0
TUS,AR,EXTR,HOT2,2013,2227.0,12954.0
TUS,AR,EXTR,HOT2,2014,2563.0,13232.0
TUS,AR,EXTR,HOT2,2015,3598.0,16708.0
TUS,AR,EXTR,HOT2,2016,4251.0,19753.0
TUS,AR,EXTR,HOT2,2017,4767.0,16347.0
TUS,AR,EXTR,HOT2,2018,3927.0,11923.0
TUS,AR,EXTR,HOT2,2019,4510.0,15363.0
TUS,AR,EXTR,HOT2,2020,895.0,2532.0
TUS,AR,EXTR,HOT2,2021,1402.0,4887.0
TUS,AR,EXTR,HOT3,2009,23159.0,62205.0
TUS,AR,EXTR,HOT3,2010,23521.0,56570.0
TUS,AR,EXTR,HOT3,2011,26328.0,62191.0
TUS,AR,EXTR,HOT3,2012,24073.0,59347.0
TUS,AR,EXTR,HOT3,2013,31505.0,80054.0
TUS,AR,EXTR,HOT3,2014,34047.0,79151.0
TUS,AR,EXTR,HOT3,2015,28553.0,67045.0
TUS,AR,EXTR,HOT3,2016,25017.0,68158.0
TUS,AR,EXTR,HOT3,2017,25423.0,62266.0
TUS,AR,EXTR,HOT3,2018,25441.0,59067.0
TUS,AR,EXTR,HOT3,2019,25776.0,59004.0
TUS,AR,EXTR,HOT3,2020,6715.0,14665.0
TUS,AR,EXTR,HOT3,2021,9974.0,21253.0
TUS,AR,EXTR,HOT5,2009,38083.0,93161.0
TUS,AR,EXTR,HOT5,2010,43786.0,109123.0
TUS,AR,EXTR,HOT5,2011,45115.0,106428.0
TUS,AR,EXTR,HOT5,2012,52357.0,120715.0
TUS,AR,EXTR,HOT5,2013,68410.0,141306.0
TUS,AR,EXTR,HOT5,2014,60097.0,123798.0
TUS,AR,EXTR,HOT5,2015,84817.0,157806.0
TUS,AR,EXTR,HOT5,2016,81423.0,152252.0
TUS,AR,EXTR,HOT5,2017,100557.0,178940.0
TUS,AR,EXTR,HOT5,2018,113262.0,195133.0
TUS,AR,EXTR,HOT5,2019,123001.0,202063.0
TUS,AR,EXTR,HOT5,2020,12678.0,24638.0
TUS,AR,EXTR,HOT5,2021,22531.0,46583.0
TUS,AR,EXTR,OTHR,2009,2719.0,11742.0
TUS,AR,EXTR,OTHR,2010,2810.0,12704.0
TUS,AR,EXTR,OTHR,2011,2950.0,13033.0
TUS,AR,EXTR,OTHR,2012,2591.0,10313.0
TUS,AR,EXTR,OTHR,2013,3394.0,10600.0
TUS,AR,EXTR,OTHR,2014,2946.0,10320.0
TUS,AR,EXTR,OTHR,2015,2599.0,7045.0
TUS,AR,EXTR,OTHR,2016,4089.0,8040.0
TUS,AR,EXTR,OTHR,2017,3290.0,6766.0
TUS,AR,EXTR,OTHR,2018,3315.0,6952.0
TUS,AR,EXTR,OTHR,2019,3241.0,6132.0
TUS,AR,EXTR,OTHR,2020,360.0,3928.0
TUS,AR,EXTR,OTHR,2021,1033.0,1397.0
TUS,AR,EXTR,STD,2009,17171.0,101398.0
TUS,AR,EXTR,STD,2010,17715.0,98583.0
TUS,AR,EXTR,STD,2011,18094.0,109702.0
TUS,AR,EXTR,STD,2012,22810.0,133250.0
TUS,AR,EXTR,STD,2013,21750.0,129490.0
TUS,AR,EXTR,STD,2014,20720.0,117946.0
TUS,AR,EXTR,STD,2015,23684.0,137017.0
TUS,AR,EXTR,STD,2016,24725.0,130237.0
TUS,AR,EXTR,STD,2017,26703.0,130903.0
